timestamp,batch_guid,database,model,total_requests,mean_latency_ms,test_duration_config,energy_j,mean_power_w,mean_cpu_percent,mean_memory_gb
20251021-112325,A088A665-B39C-4E5B-877C-3AF8EF2A5589,credit_card_transactions,catboost,15000,113.378252,27.82,1377.479858,49.518615,68.341842,20.459337
20251021-112359,A088A665-B39C-4E5B-877C-3AF8EF2A5589,credit_card_transactions,catboost,15000,113.842678,28.02,1354.148804,48.334796,65.915283,20.452625
20251021-112432,A088A665-B39C-4E5B-877C-3AF8EF2A5589,credit_card_transactions,catboost,15000,112.553615,27.81,1372.953796,49.365582,68.080149,20.460095
20251021-112506,A088A665-B39C-4E5B-877C-3AF8EF2A5589,credit_card_transactions,catboost,15000,113.339816,27.82,1352.162292,48.60885,66.397538,20.453285
20251021-112539,A088A665-B39C-4E5B-877C-3AF8EF2A5589,credit_card_transactions,catboost,15000,113.118541,27.81,1380.272705,49.629212,67.913241,20.456418
20251021-112613,A088A665-B39C-4E5B-877C-3AF8EF2A5589,credit_card_transactions,catboost,15000,118.65499,28.61,1366.196655,47.747367,64.275533,20.453076
20251021-112647,A088A665-B39C-4E5B-877C-3AF8EF2A5589,credit_card_transactions,catboost,15000,114.237781,28.01,1387.075317,49.517683,67.504918,20.460237
20251021-112721,A088A665-B39C-4E5B-877C-3AF8EF2A5589,credit_card_transactions,catboost,15000,115.174784,31.22,1402.334412,44.923425,59.213651,20.455034
20251021-112757,A088A665-B39C-4E5B-877C-3AF8EF2A5589,credit_card_transactions,catboost,15000,114.534181,31.21,1453.21759,46.555685,60.87403,20.469277
20251021-112834,A088A665-B39C-4E5B-877C-3AF8EF2A5589,credit_card_transactions,catboost,15000,114.338841,28.01,1359.070007,48.516983,65.995132,20.45532
20251021-112908,A088A665-B39C-4E5B-877C-3AF8EF2A5589,credit_card_transactions,catboost,15000,115.952796,28.22,1385.352478,49.09616,66.820504,20.472515
20251021-112942,A088A665-B39C-4E5B-877C-3AF8EF2A5589,credit_card_transactions,catboost,15000,113.190664,28.01,1355.794006,48.399784,65.960054,20.457471
20251021-113016,A088A665-B39C-4E5B-877C-3AF8EF2A5589,credit_card_transactions,catboost,15000,115.77347,28.42,1398.893127,49.226008,67.013353,20.476408
20251021-113050,A088A665-B39C-4E5B-877C-3AF8EF2A5589,credit_card_transactions,catboost,15000,114.337609,28.01,1357.155029,48.448419,66.314246,20.457744
20251021-113123,A088A665-B39C-4E5B-877C-3AF8EF2A5589,credit_card_transactions,catboost,15000,114.011668,27.81,1374.476074,49.419899,67.315119,20.474115
20251021-113157,A088A665-B39C-4E5B-877C-3AF8EF2A5589,credit_card_transactions,catboost,15000,113.68636,28.01,1353.065979,48.301987,65.892482,20.455519
20251021-113230,A088A665-B39C-4E5B-877C-3AF8EF2A5589,credit_card_transactions,catboost,15000,114.628096,28.21,1389.412415,49.249001,66.866741,20.470293
20251021-113304,A088A665-B39C-4E5B-877C-3AF8EF2A5589,credit_card_transactions,catboost,15000,113.923589,28.01,1353.092163,48.303473,65.187472,20.4601
20251021-113338,A088A665-B39C-4E5B-877C-3AF8EF2A5589,credit_card_transactions,catboost,15000,115.868202,28.42,1391.706848,48.972751,66.454644,20.472943
20251021-113412,A088A665-B39C-4E5B-877C-3AF8EF2A5589,credit_card_transactions,catboost,15000,114.825622,28.21,1358.013184,48.134409,65.831736,20.460155
20251021-113446,A088A665-B39C-4E5B-877C-3AF8EF2A5589,credit_card_transactions,catboost,15000,113.234101,27.81,1373.42334,49.379557,67.074152,20.472204
20251021-113519,A088A665-B39C-4E5B-877C-3AF8EF2A5589,credit_card_transactions,catboost,15000,115.704586,28.21,1362.75238,48.30341,65.637871,20.460515
20251021-113553,A088A665-B39C-4E5B-877C-3AF8EF2A5589,credit_card_transactions,catboost,15000,114.819399,31.21,1469.669312,47.083241,60.888822,20.471078
20251021-113630,A088A665-B39C-4E5B-877C-3AF8EF2A5589,credit_card_transactions,catboost,15000,114.471369,28.02,1357.114868,48.434564,66.248267,20.462543
20251021-113704,A088A665-B39C-4E5B-877C-3AF8EF2A5589,credit_card_transactions,catboost,15000,114.648026,28.01,1381.038574,49.299708,66.396347,20.480678
20251021-113737,A088A665-B39C-4E5B-877C-3AF8EF2A5589,credit_card_transactions,catboost,15000,113.55863,27.81,1349.918396,48.537154,66.813146,20.463872
20251021-113811,A088A665-B39C-4E5B-877C-3AF8EF2A5589,credit_card_transactions,catboost,15000,115.032804,28.22,1388.457764,49.201305,66.715711,20.475584
20251021-113845,A088A665-B39C-4E5B-877C-3AF8EF2A5589,credit_card_transactions,catboost,15000,116.046593,28.22,1360.380127,48.206356,65.653971,20.461198
20251021-113918,A088A665-B39C-4E5B-877C-3AF8EF2A5589,credit_card_transactions,catboost,15000,115.075698,28.22,1388.751709,49.217508,67.023424,20.477903
20251021-113952,A088A665-B39C-4E5B-877C-3AF8EF2A5589,credit_card_transactions,catboost,15000,113.705305,27.82,1348.184814,48.465433,66.194677,20.466239
20251021-114443,5AE68C4E-E177-431C-8B4C-4DD002D2E025,diabetic,catboost,15000,128.217769,34.41,1495.859619,43.465427,52.853773,20.453858
20251021-114523,5AE68C4E-E177-431C-8B4C-4DD002D2E025,diabetic,catboost,15000,128.397818,34.22,1478.20752,43.200049,55.063358,20.456328
20251021-114603,5AE68C4E-E177-431C-8B4C-4DD002D2E025,diabetic,catboost,15000,128.937719,34.42,1491.812927,43.34672,55.429251,20.472148
20251021-114643,5AE68C4E-E177-431C-8B4C-4DD002D2E025,diabetic,catboost,15000,127.878737,34.21,1475.611084,43.12762,54.148555,20.457038
20251021-114723,5AE68C4E-E177-431C-8B4C-4DD002D2E025,diabetic,catboost,15000,130.955204,34.62,1539.466614,44.473888,55.026536,20.482105
20251021-114803,5AE68C4E-E177-431C-8B4C-4DD002D2E025,diabetic,catboost,15000,125.359605,33.81,1447.913086,42.818781,49.013759,20.438338
20251021-114843,5AE68C4E-E177-431C-8B4C-4DD002D2E025,diabetic,catboost,15000,127.545406,34.02,1505.81665,44.269046,54.350925,20.471339
20251021-114922,5AE68C4E-E177-431C-8B4C-4DD002D2E025,diabetic,catboost,15000,131.359436,34.62,1516.307678,43.803736,55.474721,20.47647
20251021-115003,5AE68C4E-E177-431C-8B4C-4DD002D2E025,diabetic,catboost,15000,126.483231,34.01,1471.808167,43.270018,51.927851,20.46111
20251021-115042,5AE68C4E-E177-431C-8B4C-4DD002D2E025,diabetic,catboost,15000,130.043417,34.61,1500.875732,43.359623,54.248779,20.477925
20251021-115122,5AE68C4E-E177-431C-8B4C-4DD002D2E025,diabetic,catboost,15000,126.67317,34.01,1463.85968,43.036807,53.212833,20.443256
20251021-115202,5AE68C4E-E177-431C-8B4C-4DD002D2E025,diabetic,catboost,15000,130.958074,34.62,1546.347351,44.672362,58.042353,20.499808
20251021-115242,5AE68C4E-E177-431C-8B4C-4DD002D2E025,diabetic,catboost,15000,134.887908,35.41,1524.532898,43.047678,54.873426,20.472118
20251021-115323,5AE68C4E-E177-431C-8B4C-4DD002D2E025,diabetic,catboost,15000,132.977652,35.02,1492.294922,42.618355,53.714692,20.463373
20251021-115404,5AE68C4E-E177-431C-8B4C-4DD002D2E025,diabetic,catboost,15000,132.175503,35.02,1501.944763,42.893288,53.949691,20.477894
20251021-115445,5AE68C4E-E177-431C-8B4C-4DD002D2E025,diabetic,catboost,15000,126.08497,33.81,1450.81012,42.904907,52.282571,20.444193
20251021-115524,5AE68C4E-E177-431C-8B4C-4DD002D2E025,diabetic,catboost,15000,131.752145,34.82,1527.432373,43.872302,55.560825,20.497859
20251021-115605,5AE68C4E-E177-431C-8B4C-4DD002D2E025,diabetic,catboost,15000,125.689938,33.81,1491.309204,44.102924,54.484534,20.461103
20251021-115644,5AE68C4E-E177-431C-8B4C-4DD002D2E025,diabetic,catboost,15000,128.04274,34.21,1475.853516,43.134799,53.87683,20.466031
20251021-115724,5AE68C4E-E177-431C-8B4C-4DD002D2E025,diabetic,catboost,15000,132.324185,34.82,1498.429016,43.039354,53.674713,20.481376
20251021-115805,5AE68C4E-E177-431C-8B4C-4DD002D2E025,diabetic,catboost,15000,126.849114,33.81,1468.684265,43.434006,55.030716,20.454897
20251021-115844,5AE68C4E-E177-431C-8B4C-4DD002D2E025,diabetic,catboost,15000,132.723077,35.02,1526.903442,43.604332,55.822838,20.501818
20251021-115925,5AE68C4E-E177-431C-8B4C-4DD002D2E025,diabetic,catboost,15000,126.595419,34.02,1445.188599,42.485541,53.789549,20.448821
20251021-120004,5AE68C4E-E177-431C-8B4C-4DD002D2E025,diabetic,catboost,15000,129.086042,34.41,1504.376709,43.713532,54.212271,20.473751
20251021-120044,5AE68C4E-E177-431C-8B4C-4DD002D2E025,diabetic,catboost,15000,131.928999,34.82,1494.089294,42.913919,54.246055,20.484617
20251021-120125,5AE68C4E-E177-431C-8B4C-4DD002D2E025,diabetic,catboost,15000,126.388713,34.01,1491.351013,43.844837,52.628895,20.471215
20251021-120205,5AE68C4E-E177-431C-8B4C-4DD002D2E025,diabetic,catboost,15000,135.214519,35.42,1550.593689,43.782486,55.16222,20.500558
20251021-120246,5AE68C4E-E177-431C-8B4C-4DD002D2E025,diabetic,catboost,15000,125.063486,33.81,1440.197083,42.591452,51.646376,20.449125
20251021-120325,5AE68C4E-E177-431C-8B4C-4DD002D2E025,diabetic,catboost,15000,127.514131,34.01,1534.60968,45.116541,56.903032,20.494599
20251021-120405,5AE68C4E-E177-431C-8B4C-4DD002D2E025,diabetic,catboost,15000,129.738515,34.62,1522.744263,43.989703,55.252454,20.48499
20251021-120722,3202CE93-8A39-42A6-AB20-2A74921257FA,healthcare-dataset-stroke,catboost,15000,91.962144,28.81,1319.506348,45.795367,62.920953,20.454345
20251021-120756,3202CE93-8A39-42A6-AB20-2A74921257FA,healthcare-dataset-stroke,catboost,15000,95.339535,29.41,1392.047424,47.328167,64.480154,20.493561
20251021-120831,3202CE93-8A39-42A6-AB20-2A74921257FA,healthcare-dataset-stroke,catboost,15000,92.360408,28.81,1335.050781,46.33546,63.476169,20.459231
20251021-120906,3202CE93-8A39-42A6-AB20-2A74921257FA,healthcare-dataset-stroke,catboost,15000,95.317345,29.21,1368.083313,46.831684,64.279383,20.483017
20251021-120941,3202CE93-8A39-42A6-AB20-2A74921257FA,healthcare-dataset-stroke,catboost,15000,91.423299,28.61,1349.383606,47.16177,64.859531,20.472926
20251021-121015,3202CE93-8A39-42A6-AB20-2A74921257FA,healthcare-dataset-stroke,catboost,15000,95.634869,29.41,1366.289062,46.451877,63.104492,20.478942
20251021-121050,3202CE93-8A39-42A6-AB20-2A74921257FA,healthcare-dataset-stroke,catboost,15000,97.818235,29.61,1397.230347,47.18201,65.208766,20.494373
20251021-122402,1882B21F-18E4-4252-8961-EBC418B2EB93,healthcare-dataset-stroke,catboost,15000,90.705555,28.81,1316.097656,45.677439,62.508157,20.465806
20251021-122436,1882B21F-18E4-4252-8961-EBC418B2EB93,healthcare-dataset-stroke,catboost,15000,96.944119,29.62,1436.828491,48.515973,66.573811,20.525826
20251021-123002,3CB38DC3-8949-4E3F-AE83-1C314C8E1BD1,healthcare-dataset-stroke,catboost,15000,120.231413,28.61,1415.315552,49.462397,67.350398,20.537298
20251021-123507,16D5EAF4-E119-4252-9761-E497A35D097A,healthcare-dataset-stroke,catboost,15000,93.31034,29.01,1322.344238,45.576959,62.594267,20.475227
20251021-123542,16D5EAF4-E119-4252-9761-E497A35D097A,healthcare-dataset-stroke,catboost,15000,99.114528,29.81,1425.181152,47.803319,66.079766,20.54064
20251021-123618,16D5EAF4-E119-4252-9761-E497A35D097A,healthcare-dataset-stroke,catboost,15000,91.408388,28.81,1318.481628,45.760757,62.736035,20.475798
20251021-123652,16D5EAF4-E119-4252-9761-E497A35D097A,healthcare-dataset-stroke,catboost,15000,95.52014,29.22,1416.396057,48.479284,66.776642,20.54646
20251021-123727,16D5EAF4-E119-4252-9761-E497A35D097A,healthcare-dataset-stroke,catboost,15000,91.589808,30.21,1339.619324,44.337546,59.883323,20.475927
20251021-123803,16D5EAF4-E119-4252-9761-E497A35D097A,healthcare-dataset-stroke,catboost,15000,95.480835,29.21,1421.160095,48.649365,67.183238,20.533712
20251021-123838,16D5EAF4-E119-4252-9761-E497A35D097A,healthcare-dataset-stroke,catboost,15000,92.4296,29.01,1328.034912,45.773165,62.153687,20.478569
20251021-123913,16D5EAF4-E119-4252-9761-E497A35D097A,healthcare-dataset-stroke,catboost,15000,95.143546,29.21,1410.454346,48.282655,64.518558,20.548169
20251021-123948,16D5EAF4-E119-4252-9761-E497A35D097A,healthcare-dataset-stroke,catboost,15000,91.937299,28.81,1344.735046,46.672115,63.521069,20.48564
20251021-124022,16D5EAF4-E119-4252-9761-E497A35D097A,healthcare-dataset-stroke,catboost,15000,94.793105,29.21,1373.303955,47.01072,65.41713,20.522184
20251021-124057,16D5EAF4-E119-4252-9761-E497A35D097A,healthcare-dataset-stroke,catboost,15000,93.39578,29.21,1372.6828,46.988109,64.277405,20.498722
20251021-124132,16D5EAF4-E119-4252-9761-E497A35D097A,healthcare-dataset-stroke,catboost,15000,94.965271,29.22,1357.288879,46.457848,63.412811,20.507983
20251021-124207,16D5EAF4-E119-4252-9761-E497A35D097A,healthcare-dataset-stroke,catboost,15000,94.166039,29.21,1369.423462,46.875397,64.75277,20.518069
20251021-124242,16D5EAF4-E119-4252-9761-E497A35D097A,healthcare-dataset-stroke,catboost,15000,94.540045,29.21,1352.977173,46.314401,63.389987,20.502676
20251021-124317,16D5EAF4-E119-4252-9761-E497A35D097A,healthcare-dataset-stroke,catboost,15000,96.822106,29.21,1382.148438,47.311527,64.820647,20.522826
20251021-124352,16D5EAF4-E119-4252-9761-E497A35D097A,healthcare-dataset-stroke,catboost,15000,93.80006,29.23,1363.60376,46.657601,63.344486,20.503393
20251021-124427,16D5EAF4-E119-4252-9761-E497A35D097A,healthcare-dataset-stroke,catboost,15000,97.790215,30.21,1388.104004,45.943092,62.257794,20.522623
20251021-124503,16D5EAF4-E119-4252-9761-E497A35D097A,healthcare-dataset-stroke,catboost,15000,92.797076,29.01,1381.343994,47.612116,64.590649,20.499771
20251021-124537,16D5EAF4-E119-4252-9761-E497A35D097A,healthcare-dataset-stroke,catboost,15000,96.672239,29.21,1362.742981,46.648154,64.214616,20.519255
20251021-124612,16D5EAF4-E119-4252-9761-E497A35D097A,healthcare-dataset-stroke,catboost,15000,91.491277,29.01,1370.983826,47.255431,64.531099,20.492466
20251021-124921,A6691072-EC7E-4ECE-857D-0D7E32F963AF,UNSW_NB15_merged,catboost,9652,235.536333,30.41,1145.757812,37.672497,40.631741,20.508042
20251021-124957,A6691072-EC7E-4ECE-857D-0D7E32F963AF,UNSW_NB15_merged,catboost,9645,234.339417,30.41,1131.389893,37.200491,39.804659,20.503763
20251021-125335,9D9B548F-9A15-4CE5-8C3C-7311BA29059F,UNSW_NB15_merged,catboost,15000,242.577954,47.22,1744.716675,36.948043,41.71476,20.521215
20251021-125428,9D9B548F-9A15-4CE5-8C3C-7311BA29059F,UNSW_NB15_merged,catboost,15000,243.19229,47.22,1767.275818,37.425237,41.245127,20.522721
20251021-125521,9D9B548F-9A15-4CE5-8C3C-7311BA29059F,UNSW_NB15_merged,catboost,15000,237.436248,46.62,1739.940796,37.321499,39.688747,20.502699
20251021-125614,9D9B548F-9A15-4CE5-8C3C-7311BA29059F,UNSW_NB15_merged,catboost,15000,237.999511,46.82,1701.165833,36.332036,38.858473,20.497546
20251021-125706,9D9B548F-9A15-4CE5-8C3C-7311BA29059F,UNSW_NB15_merged,catboost,15000,237.884765,46.82,1767.177246,37.741863,41.83577,20.523778
20251021-125759,9D9B548F-9A15-4CE5-8C3C-7311BA29059F,UNSW_NB15_merged,catboost,15000,238.82345,47.02,1763.187561,37.496599,41.203953,20.525759
20251021-125851,9D9B548F-9A15-4CE5-8C3C-7311BA29059F,UNSW_NB15_merged,catboost,15000,237.448088,46.82,1764.111389,37.677606,40.319529,20.51327
20251021-125944,9D9B548F-9A15-4CE5-8C3C-7311BA29059F,UNSW_NB15_merged,catboost,15000,235.568997,48.22,1740.204712,36.086874,37.217546,20.493479
20251021-130038,9D9B548F-9A15-4CE5-8C3C-7311BA29059F,UNSW_NB15_merged,catboost,15000,238.561661,47.02,1774.282593,37.7319,41.286666,20.52455
20251021-130131,9D9B548F-9A15-4CE5-8C3C-7311BA29059F,UNSW_NB15_merged,catboost,15000,240.336808,47.22,1784.070923,37.780255,41.516554,20.529715
20251021-130224,9D9B548F-9A15-4CE5-8C3C-7311BA29059F,UNSW_NB15_merged,catboost,15000,239.522937,47.02,1786.977173,38.000602,41.167394,20.523977
20251021-130316,9D9B548F-9A15-4CE5-8C3C-7311BA29059F,UNSW_NB15_merged,catboost,15000,234.19039,48.42,1739.552551,35.926071,36.718916,20.492487
20251021-130410,9D9B548F-9A15-4CE5-8C3C-7311BA29059F,UNSW_NB15_merged,catboost,15000,234.707514,48.42,1757.495239,36.29555,38.152805,20.506677
20251021-130505,9D9B548F-9A15-4CE5-8C3C-7311BA29059F,UNSW_NB15_merged,catboost,15000,240.155621,47.22,1774.373535,37.574696,41.268773,20.532714
20251021-130558,9D9B548F-9A15-4CE5-8C3C-7311BA29059F,UNSW_NB15_merged,catboost,15000,240.617034,47.22,1781.922668,37.735314,41.640791,20.530202
20251021-130651,9D9B548F-9A15-4CE5-8C3C-7311BA29059F,UNSW_NB15_merged,catboost,15000,237.169672,46.62,1744.424744,37.417487,40.615266,20.517257
20251021-130743,9D9B548F-9A15-4CE5-8C3C-7311BA29059F,UNSW_NB15_merged,catboost,15000,231.737722,46.02,1721.180847,37.400665,38.278078,20.497597
20251021-130835,9D9B548F-9A15-4CE5-8C3C-7311BA29059F,UNSW_NB15_merged,catboost,15000,240.813733,47.22,1760.160461,37.27539,41.439756,20.53405
20251021-130928,9D9B548F-9A15-4CE5-8C3C-7311BA29059F,UNSW_NB15_merged,catboost,15000,239.462387,47.22,1784.79718,37.794054,41.80995,20.537241
20251021-131021,9D9B548F-9A15-4CE5-8C3C-7311BA29059F,UNSW_NB15_merged,catboost,15000,236.26211,48.22,1826.723999,37.881705,40.654972,20.531982
20251021-131115,9D9B548F-9A15-4CE5-8C3C-7311BA29059F,UNSW_NB15_merged,catboost,15000,231.556161,45.82,1675.508301,36.567387,38.097831,20.494755
20251021-131206,9D9B548F-9A15-4CE5-8C3C-7311BA29059F,UNSW_NB15_merged,catboost,15000,237.501846,46.82,1759.50177,37.579002,41.409542,20.534522
20251021-131259,9D9B548F-9A15-4CE5-8C3C-7311BA29059F,UNSW_NB15_merged,catboost,15000,237.784656,46.82,1773.649658,37.881731,42.040498,20.546086
20251021-131351,9D9B548F-9A15-4CE5-8C3C-7311BA29059F,UNSW_NB15_merged,catboost,15000,239.401907,48.22,1793.464417,37.192724,40.982199,20.542283
20251021-131445,9D9B548F-9A15-4CE5-8C3C-7311BA29059F,UNSW_NB15_merged,catboost,15000,237.613528,46.82,1712.760925,36.581908,38.23698,20.506889
20251021-131538,9D9B548F-9A15-4CE5-8C3C-7311BA29059F,UNSW_NB15_merged,catboost,15000,234.349108,46.62,1736.851379,37.255784,39.333717,20.516132
20251021-131630,9D9B548F-9A15-4CE5-8C3C-7311BA29059F,UNSW_NB15_merged,catboost,15000,241.154871,47.22,1777.94281,37.651799,41.703661,20.54522
20251021-131723,9D9B548F-9A15-4CE5-8C3C-7311BA29059F,UNSW_NB15_merged,catboost,15000,236.708977,46.62,1782.222046,38.227501,42.27565,20.545808
20251021-131815,9D9B548F-9A15-4CE5-8C3C-7311BA29059F,UNSW_NB15_merged,catboost,15000,235.419475,48.22,1799.606262,37.31741,38.851562,20.525728
20251021-131909,9D9B548F-9A15-4CE5-8C3C-7311BA29059F,UNSW_NB15_merged,catboost,15000,232.350796,46.02,1690.93866,36.743712,38.038049,20.500787
20251021-133212,075A3291-00A9-4CF2-B152-74B6ABF6A24F,credit_card_transactions,lgbm,6348,380.807084,30.23,1312.598572,43.415359,89.079786,20.582722
20251021-133427,413350FB-CA87-4C62-A286-F310DEC156EC,credit_card_transactions,lgbm,15000,267.741476,51.05,2244.711914,43.972702,92.766758,20.55307
20251021-133524,413350FB-CA87-4C62-A286-F310DEC156EC,credit_card_transactions,lgbm,15000,271.771331,51.86,2282.24353,44.007516,92.653835,20.554929
20251021-133622,413350FB-CA87-4C62-A286-F310DEC156EC,credit_card_transactions,lgbm,15000,272.374339,52.02,2291.523987,44.046704,92.365739,20.553641
